model,ens,exp,postprocess,table,grid,varn,period,mean
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2061-2070,2.75
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2061-2070,2.59
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.09
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.91
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2061-2070,2.51
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2061-2070,1.97
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2061-2070,2.82
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2061-2070,3.28
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.10
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2061-2070,2.09
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2061-2070,1.97
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2061-2070,3.17
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2061-2070,3.43
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2061-2070,2.54
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2061-2070,2.79
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,1.95
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2061-2070,2.11
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.16
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.15
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.45
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,2.67
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,1.77
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,1.82
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2061-2070,3.09
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2061-2070,3.38
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,3.23
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.76
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.84
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.32
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,1.95
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,3.15
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.99
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2071-2080,3.45
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,3.40
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2071-2080,3.60
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2071-2080,2.91
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2071-2080,2.79
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2071-2080,4.01
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,3.95
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2071-2080,3.22
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2071-2080,2.79
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2071-2080,3.31
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2071-2080,2.90
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2071-2080,2.70
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.20
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,3.13
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2071-2080,2.73
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2071-2080,2.14
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2071-2080,2.98
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2071-2080,3.57
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.17
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2071-2080,2.18
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2071-2080,2.14
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2071-2080,3.43
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2071-2080,3.55
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2071-2080,2.63
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2071-2080,2.92
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.06
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2071-2080,2.25
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.34
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.30
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.60
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.83
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,1.96
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,2.04
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2071-2080,3.40
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2071-2080,3.73
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,3.42
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,3.00
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.94
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.46
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,1.96
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,3.30
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,3.19
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2090,3.68
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,3.62
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2081-2090,3.83
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2081-2090,3.16
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2081-2090,3.05
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2081-2090,4.24
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,4.16
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2090,3.44
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2090,3.02
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2090,3.60
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2090,3.10
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2090,2.85
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.28
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,3.32
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2081-2090,2.92
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2081-2090,2.24
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2081-2090,3.13
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2081-2090,3.83
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.29
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2081-2090,2.25
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2081-2090,2.28
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2090,3.64
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2081-2090,3.65
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2081-2090,2.68
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2081-2090,2.96
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.17
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2081-2090,2.42
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.41
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.43
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.70
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.96
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.10
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,2.12
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2081-2090,3.60
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2081-2090,4.01
ACCESS-CM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,3.51
ACCESS-ESM1-5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,3.11
AWI-CM-1-1-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,2.98
BCC-CSM2-MR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,2.55
CAMS-CSM1-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,1.98
CESM2-WACCM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,3.33
CESM2,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,3.31
CIESM,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2091-2100,3.81
CMCC-CM2-SR5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,3.73
CNRM-CM6-1-HR,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2091-2100,3.92
CNRM-CM6-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2091-2100,3.31
CNRM-ESM2-1,r1i1p1f2,ssp245,global_mean,Amon,gr,tas,2091-2100,3.16
CanESM5-CanOE,r1i1p2f1,ssp245,global_mean,Amon,gn,tas,2091-2100,4.32
CanESM5,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,4.25
EC-Earth3-CC,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2091-2100,3.51
EC-Earth3-Veg-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2091-2100,3.18
EC-Earth3-Veg,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2091-2100,3.74
EC-Earth3,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2091-2100,3.25
FGOALS-f3-L,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2091-2100,2.90
FGOALS-g3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,2.34
FIO-ESM-2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,3.39
GFDL-CM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2091-2100,3.02
GFDL-ESM4,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2091-2100,2.28
GISS-E2-1-G,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2091-2100,3.21
HadGEM3-GC31-LL,r1i1p1f3,ssp245,global_mean,Amon,gn,tas,2091-2100,3.93
IITM-ESM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,2.35
INM-CM4-8,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2091-2100,2.28
INM-CM5-0,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2091-2100,2.33
IPSL-CM6A-LR,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2091-2100,3.72
KACE-1-0-G,r1i1p1f1,ssp245,global_mean,Amon,gr,tas,2091-2100,3.68
KIOST-ESM,r1i1p1f1,ssp245,global_mean,Amon,gr1,tas,2091-2100,2.67
MCM-UA-1-0,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2091-2100,2.97
MIROC6,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,2.24
MIROC-ES2L,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2091-2100,2.51
MPI-ESM1-2-HR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,2.43
MPI-ESM1-2-LR,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,2.49
MRI-ESM2-0,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,2.71
NESM3,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,3.04
NorESM2-LM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,2.13
NorESM2-MM,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,2.14
TaiESM1,r1i1p1f1,ssp245,global_mean,Amon,gn,tas,2091-2100,3.70
UKESM1-0-LL,r1i1p1f2,ssp245,global_mean,Amon,gn,tas,2091-2100,4.12
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.64
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.45
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.78
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.43
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.13
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.63
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.69
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.67
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2021-2040,1.94
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2021-2040,1.45
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2021-2040,1.30
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2021-2040,2.62
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,2.38
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2040,1.44
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2040,1.58
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2040,1.98
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2040,1.75
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2040,1.82
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.60
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2021-2040,1.21
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2021-2040,1.91
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2021-2040,1.36
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2021-2040,1.46
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2040,1.85
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2021-2040,2.36
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2021-2040,1.71
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.14
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2021-2040,1.28
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.41
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.38
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.50
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,0.98
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,0.98
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2021-2040,1.37
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2021-2040,1.96
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.44
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.09
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.51
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.15
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,1.59
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.40
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.28
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.55
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2041-2060,2.70
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2041-2060,2.25
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2041-2060,1.96
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2041-2060,3.64
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,3.46
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2060,2.15
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2060,2.24
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2060,2.67
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2060,2.45
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2060,2.46
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.08
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2041-2060,1.77
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2041-2060,2.54
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2041-2060,1.94
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2041-2060,2.01
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2060,2.77
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2041-2060,3.16
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2041-2060,2.20
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,1.74
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2041-2060,1.88
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.02
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,1.95
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.20
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,1.50
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,1.63
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2041-2060,2.39
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2041-2060,3.05
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,4.51
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,3.96
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,3.99
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,3.66
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,2.74
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,4.29
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,4.31
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,4.19
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2081-2100,4.75
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2081-2100,4.42
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2081-2100,4.07
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2081-2100,6.07
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,5.89
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2100,4.47
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2100,4.18
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2100,4.79
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2100,4.34
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2100,3.91
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,3.26
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2081-2100,3.26
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2081-2100,3.91
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2081-2100,3.24
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2081-2100,3.20
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2100,4.86
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2081-2100,4.86
MCM-UA-1-0,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2081-2100,3.90
MIROC6,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,2.98
MIROC-ES2L,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2081-2100,3.21
MPI-ESM1-2-HR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,3.38
MPI-ESM1-2-LR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,3.42
MRI-ESM2-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,3.61
NorESM2-LM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,2.88
NorESM2-MM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,3.01
TaiESM1,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2081-2100,4.47
UKESM1-0-LL,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2081-2100,5.47
ACCESS-CM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.45
ACCESS-ESM1-5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.30
AWI-CM-1-1-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.64
BCC-CSM2-MR,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.26
CAMS-CSM1-0,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.03
CESM2-WACCM,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.46
CESM2,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.51
CMCC-CM2-SR5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.51
CNRM-CM6-1-HR,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2016-2035,1.74
CNRM-CM6-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2016-2035,1.31
CNRM-ESM2-1,r1i1p1f2,ssp370,global_mean,Amon,gr,tas,2016-2035,1.21
CanESM5-CanOE,r1i1p2f1,ssp370,global_mean,Amon,gn,tas,2016-2035,2.40
CanESM5,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,2.13
EC-Earth3-AerChem,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2016-2035,1.28
EC-Earth3-Veg-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2016-2035,1.45
EC-Earth3-Veg,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2016-2035,1.83
EC-Earth3,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2016-2035,1.59
FGOALS-f3-L,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2016-2035,1.66
FGOALS-g3,r1i1p1f1,ssp370,global_mean,Amon,gn,tas,2016-2035,1.44
GFDL-ESM4,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2016-2035,1.10
GISS-E2-1-G,r1i1p1f2,ssp370,global_mean,Amon,gn,tas,2016-2035,1.73
INM-CM4-8,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2016-2035,1.22
INM-CM5-0,r1i1p1f1,ssp370,global_mean,Amon,gr1,tas,2016-2035,1.29
IPSL-CM6A-LR,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2016-2035,1.67
KACE-1-0-G,r1i1p1f1,ssp370,global_mean,Amon,gr,tas,2016-2035,2.07
